epoch,loss,val_loss
0,1.0305877923965454,0.8319787383079529
1,0.7170230150222778,0.598845362663269
2,0.526630163192749,0.448849081993103
3,0.40113750100135803,0.3473120927810669
4,0.31504398584365845,0.2774420976638794
5,0.25656646490097046,0.23150734603405
6,0.21870391070842743,0.20282915234565735
7,0.19546866416931152,0.1852520853281021
8,0.18171337246894836,0.17507115006446838
9,0.1736396700143814,0.16967342793941498
10,0.16863277554512024,0.16741012036800385
11,0.16619965434074402,0.1630990207195282
12,0.16358132660388947,0.16103999316692352
13,0.16179832816123962,0.16088852286338806
14,0.1602703183889389,0.15838389098644257
15,0.1594952791929245,0.15820665657520294
16,0.15788261592388153,0.1566285789012909
17,0.15678521990776062,0.15580320358276367
18,0.155911386013031,0.15457387268543243
19,0.15515342354774475,0.15560179948806763
20,0.15433689951896667,0.15280677378177643
21,0.15320229530334473,0.15201017260551453
22,0.15249976515769958,0.15145781636238098
23,0.15196269750595093,0.1505439281463623
24,0.15092113614082336,0.149952232837677
25,0.15027420222759247,0.1494414359331131
26,0.1497923880815506,0.148610457777977
27,0.14913736283779144,0.14815711975097656
28,0.14957159757614136,0.1475248634815216
29,0.14775049686431885,0.1468305140733719
30,0.14832346141338348,0.1463484764099121
31,0.1465587317943573,0.14805994927883148
32,0.1463957279920578,0.14562171697616577
33,0.14610587060451508,0.14621487259864807
34,0.14542226493358612,0.1448916643857956
35,0.14486543834209442,0.14426301419734955
36,0.14440374076366425,0.1435595005750656
37,0.14450913667678833,0.14406557381153107
38,0.14363515377044678,0.14302502572536469
39,0.14311261475086212,0.14233490824699402
40,0.14254619181156158,0.14269691705703735
41,0.14227916300296783,0.14178775250911713
42,0.141933873295784,0.14537972211837769
43,0.14249984920024872,0.1411886066198349
44,0.14121006429195404,0.14164234697818756
45,0.1410241276025772,0.1403084248304367
46,0.1405791938304901,0.14060726761817932
47,0.14049158990383148,0.13996243476867676
48,0.14067229628562927,0.1395723819732666
49,0.13984476029872894,0.1399611085653305
50,0.13995148241519928,0.1388036608695984
51,0.13953477144241333,0.1398906409740448
52,0.13909359276294708,0.14010529220104218
53,0.13976119458675385,0.1382262110710144
54,0.13828237354755402,0.13814383745193481
55,0.1382017284631729,0.1378616839647293
56,0.1377679854631424,0.13811318576335907
57,0.1376199871301651,0.13734348118305206
58,0.13758160173892975,0.1368861198425293
59,0.13689787685871124,0.13655611872673035
60,0.13663844764232635,0.13648223876953125
61,0.13700316846370697,0.13610289990901947
62,0.13583779335021973,0.1354934722185135
63,0.1356775015592575,0.1360272914171219
