epoch,loss,val_loss
0,0.19154807925224304,0.1483866572380066
1,0.13663899898529053,0.1362878382205963
2,0.1299000084400177,0.13904611766338348
3,0.12949825823307037,0.1358160674571991
4,0.12804372608661652,0.1289757341146469
5,0.12490974366664886,0.12803657352924347
6,0.12279024720191956,0.12677545845508575
7,0.12222272157669067,0.12687045335769653
8,0.12173060327768326,0.12662801146507263
9,0.12001989036798477,0.13207951188087463
10,0.11996486783027649,0.13325607776641846
11,0.1188230961561203,0.1249350979924202
12,0.1202903613448143,0.12402573972940445
13,0.11927326023578644,0.13290981948375702
14,0.1197654977440834,0.12219981104135513
15,0.11794637143611908,0.12379417568445206
16,0.11718163639307022,0.1251540184020996
17,0.11796403676271439,0.12253514677286148
18,0.11728101968765259,0.12470273673534393
19,0.11741325259208679,0.12491067498922348
20,0.11761961877346039,0.12264928221702576
21,0.11751829832792282,0.12560003995895386
22,0.11996989697217941,0.1272936463356018
23,0.11734240502119064,0.12158208340406418
24,0.11694873869419098,0.1216704398393631
25,0.11633215099573135,0.12263952940702438
26,0.1168195903301239,0.12348734587430954
27,0.11589384824037552,0.1306958794593811
28,0.11608900129795074,0.1231088861823082
29,0.11621858179569244,0.12103838473558426
30,0.11570770293474197,0.12560340762138367
31,0.11594836413860321,0.1268056035041809
32,0.11698821187019348,0.12477138638496399
33,0.11877498030662537,0.12029554694890976
34,0.11664774268865585,0.1203758642077446
35,0.11710537225008011,0.12450999021530151
36,0.11724978685379028,0.12744508683681488
37,0.11563760042190552,0.12800247967243195
38,0.11532926559448242,0.12313809990882874
39,0.11648435145616531,0.12012573331594467
40,0.1156303659081459,0.12455135583877563
41,0.11412380635738373,0.12950050830841064
42,0.11511483788490295,0.11970873177051544
43,0.11475616693496704,0.1204567477107048
44,0.11474895477294922,0.12850624322891235
45,0.11518138647079468,0.11977391690015793
46,0.11465342342853546,0.12524954974651337
47,0.11509600281715393,0.11967498809099197
48,0.11483541131019592,0.12217313051223755
49,0.11727166920900345,0.12011779844760895
50,0.11547339707612991,0.12134689092636108
51,0.1151447743177414,0.1245737224817276
52,0.11665608733892441,0.12728652358055115
53,0.11610338091850281,0.12224164605140686
54,0.1145520731806755,0.11949508637189865
55,0.11439630389213562,0.12081065028905869
56,0.11408987641334534,0.12348538637161255
57,0.11371055245399475,0.12018802762031555
58,0.11301892250776291,0.12250564247369766
59,0.1133291944861412,0.12693560123443604
60,0.11333422362804413,0.1180114895105362
61,0.11245640367269516,0.12082261592149734
62,0.11279729008674622,0.12067437171936035
63,0.11278145015239716,0.11848903447389603
64,0.11779241263866425,0.13215956091880798
65,0.1157827079296112,0.1202029287815094
66,0.11436659842729568,0.12276694923639297
67,0.11386746168136597,0.11955805122852325
68,0.11364424973726273,0.11702276766300201
69,0.11259600520133972,0.12989507615566254
70,0.11368020623922348,0.12699773907661438
71,0.11343330889940262,0.12829458713531494
72,0.11363853514194489,0.11884338408708572
73,0.11318869143724442,0.12135057896375656
74,0.11250130087137222,0.12144896388053894
75,0.11530610173940659,0.12012024968862534
76,0.1138799712061882,0.11720754951238632
77,0.11317714303731918,0.12415402382612228
78,0.11262647062540054,0.12364018708467484
79,0.11258232593536377,0.12060865759849548
80,0.1124749630689621,0.12712420523166656
81,0.11385883390903473,0.12467125058174133
82,0.11227139830589294,0.12302085757255554
83,0.11223763972520828,0.12128550559282303
84,0.11187484115362167,0.12154121696949005
85,0.11202812939882278,0.12179164588451385
86,0.11178199201822281,0.11859480291604996
87,0.1127464771270752,0.11962468177080154
88,0.11222156882286072,0.12070545554161072
